date,fund_family,method,method_type,asset,asset_class,weight,live_rebalance_date,decision_date,estimation_start,estimation_end,estimation_window
2021-02-01,Combined,Equal Weight,benchmark,COP,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,CVX,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,D,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,DD,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,DIS,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,DOW,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,DUK,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,EA,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,EOS-USD,crypto,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,ETC-USD,crypto,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,ETH-USD,crypto,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,GE,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,GILD,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,GS,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,INTC,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,KO,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,LTC-USD,crypto,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,MMM,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,MRK,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,MS,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,NEE,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,NEM,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,NKE,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,NUE,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,NVDA,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,O,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,OXY,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,PLD,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,PSA,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,QCOM,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,SBUX,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,SHW,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,SLB,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,SO,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,T,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,TMUS,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,TRX-USD,crypto,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,TTWO,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,UPS,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,USB,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,V,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,WFC,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,WMT,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,XLM-USD,crypto,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,XOM,equity,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-02-01,Combined,Equal Weight,benchmark,XRP-USD,crypto,0.016666666666666666,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252
2021-03-01,Combined,Equal Weight,benchmark,ABBV,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,ABT,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,ADA-USD,crypto,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,ADBE,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,AEP,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,AMD,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,AMGN,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,AMT,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,BA,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,BCH-USD,crypto,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,BTC-USD,crypto,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,CAT,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,CCI,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,CMCSA,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,COP,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,CVX,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,D,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,DD,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,DIS,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,DOW,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,DUK,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,EA,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,EOS-USD,crypto,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,ETC-USD,crypto,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,ETH-USD,crypto,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,GE,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,GILD,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,GS,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,INTC,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,KO,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,LTC-USD,crypto,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,MMM,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,MRK,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,MS,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,NEE,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,NEM,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,NKE,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,NUE,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,NVDA,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,O,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,OXY,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,PLD,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,PSA,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,QCOM,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,SBUX,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,SHW,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,SLB,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,SO,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,T,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,TMUS,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,TRX-USD,crypto,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,TTWO,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,UPS,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,USB,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,V,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,WFC,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,WMT,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,XLM-USD,crypto,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,XOM,equity,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-03-01,Combined,Equal Weight,benchmark,XRP-USD,crypto,0.016666666666666666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252
2021-04-01,Combined,Equal Weight,benchmark,ABBV,equity,0.016666666666666666,2021-04-01,2021-03-31,2020-04-01,2021-03-31,252
2021-04-01,Combined,Equal Weight,benchmark,ABT,equity,0.016666666666666666,2021-04-01,2021-03-31,2020-04-01,2021-03-31,252
2021-04-01,Combined,Equal Weight,benchmark,ADA-USD,crypto,0.016666666666666666,2021-04-01,2021-03-31,2020-04-01,2021-03-31,252
2021-04-01,Combined,Equal Weight,benchmark,ADBE,equity,0.016666666666666666,2021-04-01,2021-03-31,2020-04-01,2021-03-31,252
2021-04-01,Combined,Equal Weight,benchmark,AEP,equity,0.016666666666666666,2021-04-01,2021-03-31,2020-04-01,2021-03-31,252
2021-04-01,Combined,Equal Weight,benchmark,AMD,equity,0.016666666666666666,2021-04-01,2021-03-31,2020-04-01,2021-03-31,252
2021-04-01,Combined,Equal Weight,benchmark,AMGN,equity,0.016666666666666666,2021-04-01,2021-03-31,2020-04-01,2021-03-31,252
2021-04-01,Combined,Equal Weight,benchmark,AMT,equity,0.016666666666666666,2021-04-01,2021-03-31,2020-04-01,2021-03-31,252
2021-04-01,Combined,Equal Weight,benchmark,BA,equity,0.016666666666666666,2021-04-01,2021-03-31,2020-04-01,2021-03-31,252
2021-04-01,Combined,Equal Weight,benchmark,BCH-USD,crypto,0.016666666666666666,2021-04-01,2021-03-31,2020-04-01,2021-03-31,252
2021-04-01,Combined,Equal Weight,benchmark,BTC-USD,crypto,0.016666666666666666,2021-04-01,2021-03-31,2020-04-01,2021-03-31,252
2021-04-01,Combined,Equal Weight,benchmark,CAT,equity,0.016666666666666666,2021-04-01,2021-03-31,2020-04-01,2021-03-31,252
2021-04-01,Combined,Equal Weight,benchmark,CCI,equity,0.016666666666666666,2021-04-01,2021-03-31,2020-04-01,2021-03-31,252
2021-04-01,Combined,Equal Weight,benchmark,CMCSA,equity,0.016666666666666666,2021-04-01,2021-03-31,2020-04-01,2021-03-31,252
2021-04-01,Combined,Equal Weight,benchmark,COP,equity,0.016666666666666666,2021-04-01,2021-03-31,2020-04-01,2021-03-31,252
2021-04-01,Combined,Equal Weight,benchmark,CVX,equity,0.016666666666666666,2021-04-01,2021-03-31,2020-04-01,2021-03-31,252
2021-04-01,Combined,Equal Weight,benchmark,D,equity,0.016666666666666666,2021-04-01,2021-03-31,2020-04-01,2021-03-31,252
2021-04-01,Combined,Equal Weight,benchmark,DD,equity,0.016666666666666666,2021-04-01,2021-03-31,2020-04-01,2021-03-31,252
