date,fund_family,method,method_type,gross_return,turnover,transaction_cost,net_return,live_rebalance_date,decision_date,estimation_start,estimation_end,asset_count,missing_return_asset_count,growth_gross,growth_net,drawdown_gross,drawdown_net
2021-01-25,Combined,Equal Weight,benchmark,-0.002077719675077335,0.0,0.0,-0.002077719675077335,2021-01-04,2020-12-31,2020-01-03,2020-12-31,60,0,1.037745740702911,1.0367039415772654,-0.0273372713383645,-0.027337271338364277
2021-01-26,Combined,Equal Weight,benchmark,-0.0046170905108714935,0.0,0.0,-0.0046170905108714935,2021-01-04,2020-12-31,2020-01-03,2020-12-31,60,0,1.0329543746908143,1.031917385646026,-0.03182814319314642,-0.03182814319314631
2021-01-27,Combined,Equal Weight,benchmark,-0.03390197079643123,0.0,0.0,-0.03390197079643123,2021-01-04,2020-12-31,2020-01-03,2020-12-31,60,0,0.9979351856460005,0.9969333525735248,-0.06465107720853891,-0.0646510772085388
2021-01-28,Combined,Equal Weight,benchmark,0.024511344724528247,0.0,0.0,0.024511344724528247,2021-01-04,2020-12-31,2020-01-03,2020-12-31,60,0,1.0223959189941056,1.021369529645834,-0.04172441732428134,-0.04172441732428123
2021-01-29,Combined,Equal Weight,benchmark,-0.0076170751428229,0.0,0.0,-0.0076170751428229,2021-01-04,2020-12-31,2020-01-03,2020-12-31,60,0,1.0146082524534121,1.013589681189932,-0.04902367444505462,-0.04902367444505451
2021-02-01,Combined,Equal Weight,benchmark,0.010204431715737181,0.0,0.0,0.010204431715737181,2021-02-01,2021-01-29,2020-01-31,2021-01-29,60,0,1.0249617530837964,1.0239327878794107,-0.0393195014676464,-0.03931950146764629
2021-02-02,Combined,Equal Weight,benchmark,0.0214035617840536,0.0,0.0,0.0214035617840536,2021-02-01,2021-01-29,2020-01-31,2021-01-29,60,0,1.0468995852922174,1.045848596567506,-0.01875751706257378,-0.01875751706257356
2021-02-03,Combined,Equal Weight,benchmark,0.009427809957152512,0.0,0.0,0.009427809957152512,2021-02-01,2021-01-29,2020-01-31,2021-01-29,60,0,1.0567695556265742,1.0557086583798991,-0.009506549411555265,-0.009506549411555043
2021-02-04,Combined,Equal Weight,benchmark,0.004677017929212065,0.0,0.0,0.004677017929212065,2021-02-01,2021-01-29,2020-01-31,2021-01-29,60,0,1.0617120857852853,1.0606462267031664,-0.0048739937843857994,-0.004873993784385577
2021-02-05,Combined,Equal Weight,benchmark,0.01929836944865081,0.0,0.0,0.01929836944865081,2021-02-01,2021-01-29,2020-01-31,2021-01-29,60,0,1.0822013978648675,1.0811149694404016,0.0,0.0
2021-02-08,Combined,Equal Weight,benchmark,0.024349974909302276,0.0,0.0,0.024349974909302276,2021-02-01,2021-01-29,2020-01-31,2021-01-29,60,0,1.108552974749689,1.1074400918203466,0.0,0.0
2021-02-09,Combined,Equal Weight,benchmark,0.008633479616969735,0.0,0.0,0.008633479616969735,2021-02-01,2021-01-29,2020-01-31,2021-01-29,60,0,1.1181236442615217,1.1170011532800928,0.0,0.0
2021-02-10,Combined,Equal Weight,benchmark,0.008348949512855612,0.0,0.0,0.008348949512855612,2021-02-01,2021-01-29,2020-01-31,2021-01-29,60,0,1.1274588021165914,1.1263269395146298,0.0,0.0
2021-02-11,Combined,Equal Weight,benchmark,0.012119537999230363,0.0,0.0,0.012119537999230363,2021-02-01,2021-01-29,2020-01-31,2021-01-29,60,0,1.1411230819114102,1.1399775016576341,0.0,0.0
2021-02-12,Combined,Equal Weight,benchmark,0.012771234706878482,0.0,0.0,0.012771234706878482,2021-02-01,2021-01-29,2020-01-31,2021-01-29,60,0,1.1556966326199374,1.1545364218918648,0.0,0.0
2021-02-16,Combined,Equal Weight,benchmark,8.878331594455724e-05,0.0,0.0,8.878331594455724e-05,2021-02-01,2021-01-29,2020-01-31,2021-01-29,60,0,1.1557992391992074,1.1546389254637792,0.0,0.0
2021-02-17,Combined,Equal Weight,benchmark,0.009077872795865008,0.0,0.0,0.009077872795865008,2021-02-01,2021-01-29,2020-01-31,2021-01-29,60,0,1.1662914376702151,1.1651205907542936,0.0,0.0
2021-02-18,Combined,Equal Weight,benchmark,-0.004446512107421032,0.0,0.0,-0.004446512107421032,2021-02-01,2021-01-29,2020-01-31,2021-01-29,60,0,1.161105508671833,1.159939867940899,-0.004446512107421086,-0.004446512107421197
2021-02-19,Combined,Equal Weight,benchmark,0.00908485215560188,0.0,0.0,0.00908485215560188,2021-02-01,2021-01-29,2020-01-31,2021-01-29,60,0,1.1716539805551716,1.1704777501505306,0.0,0.0
2021-02-22,Combined,Equal Weight,benchmark,-0.008683328312674092,0.0,0.0,-0.008683328312674092,2021-02-01,2021-01-29,2020-01-31,2021-01-29,60,0,1.1614801243731596,1.1603141075632935,-0.008683328312674043,-0.008683328312674043
2021-02-23,Combined,Equal Weight,benchmark,-0.02610771316507361,0.0,0.0,-0.02610771316507361,2021-02-01,2021-01-29,2020-01-31,2021-01-29,60,0,1.131156534439091,1.1300209596616426,-0.03456433963284222,-0.03456433963284222
2021-02-24,Combined,Equal Weight,benchmark,0.01875870301090632,0.0,0.0,0.01875870301090632,2021-02-01,2021-01-29,2020-01-31,2021-01-29,60,0,1.1523755639274802,1.151218687240035,-0.016454018803876314,-0.016454018803876314
2021-02-25,Combined,Equal Weight,benchmark,-0.024130059591711495,0.0,0.0,-0.024130059591711495,2021-02-01,2021-01-29,2020-01-31,2021-01-29,60,0,1.1245686728978779,1.123439711713841,-0.04018704194132727,-0.04018704194132705
2021-02-26,Combined,Equal Weight,benchmark,-0.010366431104046591,0.0,0.0,-0.010366431104046591,2021-02-01,2021-01-29,2020-01-31,2021-01-29,60,0,1.112910909228513,1.1117936513428095,-0.050136876843813516,-0.050136876843813516
2021-03-01,Combined,Equal Weight,benchmark,0.027648109503017666,0.0,0.0,0.027648109503017666,2021-03-01,2021-02-26,2020-02-28,2021-02-26,60,0,1.1436807919139658,1.1425326439598953,-0.023874957201913016,-0.023874957201912905
2021-03-02,Combined,Equal Weight,benchmark,-0.004995095667853328,0.0,0.0,-0.004995095667853328,2021-03-01,2021-02-26,2020-02-28,2021-02-26,60,0,1.1379679969448693,1.1368255840996702,-0.028750795174476873,-0.028750795174476873
2021-03-03,Combined,Equal Weight,benchmark,-0.00033320893871828907,0.0,0.0,-0.00033320893871828907,2021-03-01,2021-02-26,2020-02-28,2021-02-26,60,0,1.1375888158363119,1.1364467836532846,-0.02907442409124783,-0.02907442409124772
2021-03-04,Combined,Equal Weight,benchmark,-0.009153766461762134,0.0,0.0,-0.009153766461762134,2021-03-01,2021-02-26,2020-02-28,2021-02-26,60,0,1.1271755934866337,1.1260440151995017,-0.037962050064868524,-0.0379620500648683
2021-03-05,Combined,Equal Weight,benchmark,0.013226334721981784,0.0,0.0,0.013226334721981784,2021-03-01,2021-02-26,2020-02-28,2021-02-26,60,0,1.1420839951765365,1.1409374502562148,-0.025237814123777236,-0.025237814123776903
2021-03-08,Combined,Equal Weight,benchmark,0.004461557087061157,0.0,0.0,0.004461557087061157,2021-03-01,2021-02-26,2020-02-28,2021-02-26,60,0,1.1471794681192355,1.146027807823299,-0.020888856985181836,-0.020888856985181614
2021-03-09,Combined,Equal Weight,benchmark,0.013254338704809365,0.0,0.0,0.013254338704809365,2021-03-01,2021-02-26,2020-02-28,2021-02-26,60,0,1.162384573344891,1.1612176485533192,-0.0079113862660104,-0.007911386266010179
2021-03-10,Combined,Equal Weight,benchmark,0.0034800257662523444,0.0,0.0,0.0034800257662523444,2021-03-01,2021-02-26,2020-02-28,2021-02-26,60,0,1.1664297016104255,1.1652587158905119,-0.004458892327810493,-0.00445889232781016
2021-03-11,Combined,Equal Weight,benchmark,0.004812708500153617,0.0,0.0,0.004812708500153617,2021-03-01,2021-02-26,2020-02-28,2021-02-26,60,0,1.1720433877501977,1.1708667664173564,0.0,0.0
