date,gross_return,turnover,transaction_cost,net_return,missing_return_asset_count,base_method,overlay,tilt_strength,growth_net,drawdown_net
2021-01-04,-0.0053483794936716,1.0,0.0009999999999999,-0.0063483794936716,0,Maximum Sharpe,Base,0.1,0.9936516205063284,0.0
2021-01-05,0.0058114739943285,0.0,0.0,0.0058114739943285,0,Maximum Sharpe,Base,0.1,0.9994262010583234,0.0
2021-01-06,-0.0118148510017291,0.0,0.0,-0.0118148510017291,0,Maximum Sharpe,Base,0.1,0.9876181294055952,-0.011814851001729
2021-01-07,0.0212443763213252,0.0,0.0,0.0212443763213252,0,Maximum Sharpe,Base,0.1,1.008599460608451,0.0
2021-01-08,-0.0003732078872741,0.0,0.0,-0.0003732078872741,0,Maximum Sharpe,Base,0.1,1.0082230433346515,-0.000373207887274
2021-01-11,-0.0037094234660341,0.0,0.0,-0.0037094234660341,0,Maximum Sharpe,Base,0.1,1.0044831171187096,-0.0040812469672134
2021-01-12,-0.0170853911858092,0.0,0.0,-0.0170853911858092,0,Maximum Sharpe,Base,0.1,0.9873211301231954,-0.0210969084520619
2021-01-13,-0.0009006364059731,0.0,0.0,-0.0009006364059731,0,Maximum Sharpe,Base,0.1,0.98643191276902,-0.0219785442142296
2021-01-14,-0.0147422602180775,0.0,0.0,-0.0147422602180775,0,Maximum Sharpe,Base,0.1,0.9718896768235632,-0.0363967910142865
2021-01-15,-0.0048757737919682,0.0,0.0,-0.0048757737919682,0,Maximum Sharpe,Base,0.1,0.9671509626086224,-0.0410951022865154
2021-01-19,0.0096925165676853,0.0,0.0,0.0096925165676853,0,Maximum Sharpe,Base,0.1,0.9765250893371592,-0.0318009006785929
2021-01-20,0.0275301199253079,0.0,0.0,0.0275301199253079,0,Maximum Sharpe,Base,0.1,1.0034089421566832,-0.0051462633626995
2021-01-21,-0.0014035357738143,0.0,0.0,-0.0014035357738143,0,Maximum Sharpe,Base,0.1,1.002000621810601,-0.0065425761717828
2021-01-22,-0.0055762497253562,0.0,0.0,-0.0055762497253562,0,Maximum Sharpe,Base,0.1,0.9964132161184228,-0.0120823428585581
2021-01-25,0.0016174043228858,0.0,0.0,0.0016174043228858,0,Maximum Sharpe,Base,0.1,0.9980248191615532,-0.0104844805692424
