date,fund_family,method,method_type,asset,asset_class,weight,live_rebalance_date,decision_date,estimation_start,estimation_end,estimation_window,sector,base_weight,pre_normalisation_multiplier,pre_normalisation_weight,overlay,tilt_strength,base_method,c_match
2021-01-04,Equity-only,Maximum Sharpe,optimisation,ABBV,equity,0.0,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Healthcare,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,ABT,equity,0.0,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Healthcare,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,ADBE,equity,0.0,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Tech,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,AEP,equity,3.764495435305617e-17,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Utilities,3.764495435305617e-17,1.0,3.764495435305617e-17,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,AMD,equity,0.0,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Tech,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,AMGN,equity,0.0,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Healthcare,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,AMT,equity,0.0,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,RealEstate,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,BA,equity,1.1312460126130261e-17,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Industrials,1.1312460126130261e-17,1.0,1.1312460126130261e-17,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,CAT,equity,0.0,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Industrials,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,CCI,equity,8.568533715763588e-18,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,RealEstate,8.568533715763588e-18,1.0,8.568533715763588e-18,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,CMCSA,equity,1.4430408372278366e-16,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Comm,1.4430408372278366e-16,1.0,1.4430408372278366e-16,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,COP,equity,8.308674485533794e-17,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Energy,8.308674485533794e-17,1.0,8.308674485533794e-17,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,CVX,equity,1.0572814409264047e-17,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Energy,1.0572814409264047e-17,1.0,1.0572814409264047e-17,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,D,equity,0.0,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Utilities,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,DD,equity,3.695793098452609e-17,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Materials,3.695793098452609e-17,1.0,3.695793098452609e-17,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,DIS,equity,0.0,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Consumer,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,DOW,equity,0.0,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Materials,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,DUK,equity,2.1083604547595226e-18,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Utilities,2.1083604547595226e-18,1.0,2.1083604547595226e-18,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,EA,equity,0.0,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Comm,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,GE,equity,0.0,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Industrials,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,GILD,equity,3.39860703888393e-17,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Healthcare,3.39860703888393e-17,1.0,3.39860703888393e-17,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,GS,equity,4.2251577630465227e-17,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Financials,4.2251577630465227e-17,1.0,4.2251577630465227e-17,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,INTC,equity,9.203630744375805e-17,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Tech,9.203630744375805e-17,1.0,9.203630744375805e-17,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,KO,equity,3.1971839806069745e-17,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Consumer,3.1971839806069745e-17,1.0,3.1971839806069745e-17,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,MMM,equity,2.163159036109361e-17,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Industrials,2.163159036109361e-17,1.0,2.163159036109361e-17,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,MRK,equity,3.4749638611056845e-17,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Healthcare,3.4749638611056845e-17,1.0,3.4749638611056845e-17,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,MS,equity,1.2627782679890593e-17,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Financials,1.2627782679890593e-17,1.0,1.2627782679890593e-17,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,NEE,equity,0.0,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Utilities,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,NEM,equity,0.1621936655016211,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Materials,0.1621936655016211,1.0,0.1621936655016211,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,NKE,equity,1.0220239119135956e-16,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Consumer,1.0220239119135956e-16,1.0,1.0220239119135956e-16,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,NUE,equity,0.0,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Materials,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,NVDA,equity,0.197527782382305,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Tech,0.197527782382305,1.0,0.197527782382305,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,O,equity,5.1783162001790665e-17,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,RealEstate,5.1783162001790665e-17,1.0,5.1783162001790665e-17,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,OXY,equity,0.0,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Energy,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,PLD,equity,0.0,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,RealEstate,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,PSA,equity,0.0,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,RealEstate,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,QCOM,equity,0.0018346371745892,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Tech,0.0018346371745892,1.0,0.0018346371745892,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,SBUX,equity,0.0,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Consumer,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,SHW,equity,0.0,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Materials,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,SLB,equity,2.608958598802273e-17,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Energy,2.608958598802273e-17,1.0,2.608958598802273e-17,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,SO,equity,0.0,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Utilities,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,T,equity,4.374765922167085e-18,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Comm,4.374765922167085e-18,1.0,4.374765922167085e-18,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,TMUS,equity,0.2911680597950627,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Comm,0.2911680597950627,1.0,0.2911680597950627,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,TTWO,equity,0.2396068525494941,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Comm,0.2396068525494941,1.0,0.2396068525494941,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,UPS,equity,0.1076690025969267,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Industrials,0.1076690025969267,1.0,0.1076690025969267,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,USB,equity,0.0,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Financials,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,V,equity,1.6754651997137838e-17,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Financials,1.6754651997137838e-17,1.0,1.6754651997137838e-17,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,WFC,equity,1.1386730154070336e-17,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Financials,1.1386730154070336e-17,1.0,1.1386730154070336e-17,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,WMT,equity,5.398572279954927e-17,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Consumer,5.398572279954927e-17,1.0,5.398572279954927e-17,Base,0.1,Maximum Sharpe,
2021-01-04,Equity-only,Maximum Sharpe,optimisation,XOM,equity,7.147288639686474e-17,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,Energy,7.147288639686474e-17,1.0,7.147288639686474e-17,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,ABBV,equity,0.0010994732723379,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Healthcare,0.0010994732723379,1.0,0.0010994732723379,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,ABT,equity,0.0,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Healthcare,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,ADBE,equity,2.2935536225825387e-17,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Tech,2.2935536225825387e-17,1.0,2.2935536225825387e-17,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,AEP,equity,0.0,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Utilities,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,AMD,equity,2.7964143937414316e-17,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Tech,2.7964143937414316e-17,1.0,2.7964143937414316e-17,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,AMGN,equity,6.211217744782233e-17,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Healthcare,6.211217744782233e-17,1.0,6.211217744782233e-17,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,AMT,equity,1.457223916777681e-17,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,RealEstate,1.457223916777681e-17,1.0,1.457223916777681e-17,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,BA,equity,0.0,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Industrials,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,CAT,equity,6.112408472727887e-17,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Industrials,6.112408472727887e-17,1.0,6.112408472727887e-17,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,CCI,equity,2.4499057658855944e-17,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,RealEstate,2.4499057658855944e-17,1.0,2.4499057658855944e-17,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,CMCSA,equity,1.7088609000855558e-16,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Comm,1.7088609000855558e-16,1.0,1.7088609000855558e-16,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,COP,equity,8.442792953356574e-17,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Energy,8.442792953356574e-17,1.0,8.442792953356574e-17,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,CVX,equity,8.839831841314555e-17,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Energy,8.839831841314555e-17,1.0,8.839831841314555e-17,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,D,equity,0.0,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Utilities,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,DD,equity,0.1122159307011506,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Materials,0.1122159307011506,1.0,0.1122159307011506,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,DIS,equity,6.40184752192539e-17,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Consumer,6.40184752192539e-17,1.0,6.40184752192539e-17,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,DOW,equity,1.43569878331866e-16,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Materials,1.43569878331866e-16,1.0,1.43569878331866e-16,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,DUK,equity,0.0,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Utilities,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,EA,equity,0.0,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Comm,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,GE,equity,6.013513028436803e-17,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Industrials,6.013513028436803e-17,1.0,6.013513028436803e-17,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,GILD,equity,0.0,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Healthcare,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,GS,equity,0.0,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Financials,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,INTC,equity,0.0,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Tech,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,KO,equity,2.3838168462100676e-17,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Consumer,2.3838168462100676e-17,1.0,2.3838168462100676e-17,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,MMM,equity,0.0,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Industrials,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,MRK,equity,6.447315531527483e-17,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Healthcare,6.447315531527483e-17,1.0,6.447315531527483e-17,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,MS,equity,1.2347104266053223e-16,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Financials,1.2347104266053223e-16,1.0,1.2347104266053223e-16,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,NEE,equity,8.252160932475666e-17,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Utilities,8.252160932475666e-17,1.0,8.252160932475666e-17,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,NEM,equity,0.1447801183017581,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Materials,0.1447801183017581,1.0,0.1447801183017581,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,NKE,equity,0.0,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Consumer,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,NUE,equity,0.0,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Materials,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,NVDA,equity,0.2555560894379754,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Tech,0.2555560894379754,1.0,0.2555560894379754,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,O,equity,0.0,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,RealEstate,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,OXY,equity,5.821277340249349e-17,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Energy,5.821277340249349e-17,1.0,5.821277340249349e-17,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,PLD,equity,3.0515258044649745e-17,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,RealEstate,3.0515258044649745e-17,1.0,3.0515258044649745e-17,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,PSA,equity,1.0950042967487608e-17,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,RealEstate,1.0950042967487608e-17,1.0,1.0950042967487608e-17,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,QCOM,equity,0.1164970320903293,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Tech,0.1164970320903293,1.0,0.1164970320903293,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,SBUX,equity,6.084634641034882e-17,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Consumer,6.084634641034882e-17,1.0,6.084634641034882e-17,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,SHW,equity,0.0,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Materials,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,SLB,equity,0.0,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Energy,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,SO,equity,4.565747019593924e-17,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Utilities,4.565747019593924e-17,1.0,4.565747019593924e-17,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,T,equity,3.970208760250995e-17,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Comm,3.970208760250995e-17,1.0,3.970208760250995e-17,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,TMUS,equity,0.0765322708083574,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Comm,0.0765322708083574,1.0,0.0765322708083574,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,TTWO,equity,0.18783183553189,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Comm,0.18783183553189,1.0,0.18783183553189,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,UPS,equity,0.1054872498561995,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Industrials,0.1054872498561995,1.0,0.1054872498561995,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,USB,equity,0.0,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Financials,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,V,equity,3.1875637072990464e-17,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Financials,3.1875637072990464e-17,1.0,3.1875637072990464e-17,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,WFC,equity,0.0,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Financials,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,WMT,equity,3.155432304296614e-17,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Consumer,3.155432304296614e-17,1.0,3.155432304296614e-17,Base,0.1,Maximum Sharpe,
2021-02-01,Equity-only,Maximum Sharpe,optimisation,XOM,equity,0.0,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,Energy,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-03-01,Equity-only,Maximum Sharpe,optimisation,ABBV,equity,0.0,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252,Healthcare,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-03-01,Equity-only,Maximum Sharpe,optimisation,ABT,equity,0.0,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252,Healthcare,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-03-01,Equity-only,Maximum Sharpe,optimisation,ADBE,equity,9.35901758214532e-17,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252,Tech,9.35901758214532e-17,1.0,9.35901758214532e-17,Base,0.1,Maximum Sharpe,
2021-03-01,Equity-only,Maximum Sharpe,optimisation,AEP,equity,0.0,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252,Utilities,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-03-01,Equity-only,Maximum Sharpe,optimisation,AMD,equity,0.0,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252,Tech,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-03-01,Equity-only,Maximum Sharpe,optimisation,AMGN,equity,0.0,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252,Healthcare,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-03-01,Equity-only,Maximum Sharpe,optimisation,AMT,equity,0.0,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252,RealEstate,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-03-01,Equity-only,Maximum Sharpe,optimisation,BA,equity,0.0,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252,Industrials,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-03-01,Equity-only,Maximum Sharpe,optimisation,CAT,equity,0.3009829575461663,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252,Industrials,0.3009829575461663,1.0,0.3009829575461663,Base,0.1,Maximum Sharpe,
2021-03-01,Equity-only,Maximum Sharpe,optimisation,CCI,equity,0.0,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252,RealEstate,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-03-01,Equity-only,Maximum Sharpe,optimisation,CMCSA,equity,2.967041809342086e-17,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252,Comm,2.967041809342086e-17,1.0,2.967041809342086e-17,Base,0.1,Maximum Sharpe,
2021-03-01,Equity-only,Maximum Sharpe,optimisation,COP,equity,4.5115646784097347e-17,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252,Energy,4.5115646784097347e-17,1.0,4.5115646784097347e-17,Base,0.1,Maximum Sharpe,
2021-03-01,Equity-only,Maximum Sharpe,optimisation,CVX,equity,6.279744908592713e-17,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252,Energy,6.279744908592713e-17,1.0,6.279744908592713e-17,Base,0.1,Maximum Sharpe,
2021-03-01,Equity-only,Maximum Sharpe,optimisation,D,equity,1.79825441424682e-16,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252,Utilities,1.79825441424682e-16,1.0,1.79825441424682e-16,Base,0.1,Maximum Sharpe,
2021-03-01,Equity-only,Maximum Sharpe,optimisation,DD,equity,0.0,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252,Materials,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-03-01,Equity-only,Maximum Sharpe,optimisation,DIS,equity,2.532435780082563e-16,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252,Consumer,2.532435780082563e-16,1.0,2.532435780082563e-16,Base,0.1,Maximum Sharpe,
2021-03-01,Equity-only,Maximum Sharpe,optimisation,DOW,equity,0.0,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252,Materials,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-03-01,Equity-only,Maximum Sharpe,optimisation,DUK,equity,0.0,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252,Utilities,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-03-01,Equity-only,Maximum Sharpe,optimisation,EA,equity,0.0,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252,Comm,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
2021-03-01,Equity-only,Maximum Sharpe,optimisation,GE,equity,0.0,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252,Industrials,0.0,1.0,0.0,Base,0.1,Maximum Sharpe,
