date,sector,sector_sentiment,headline_count,active_ticker_count,dominant_ticker,headline_weighted_sentiment,difference_headline_minus_equal_ticker,absolute_difference,sign_reversal,pearson_correlation,spearman_correlation,observation_count
2020-03-27,Comm,0.18954888888888888,11,3.0,CMCSA,0.20091818181818183,0.011369292929292951,0.011369292929292951,False,,,
2020-03-30,Comm,0.22887375000000001,15,4.0,CMCSA,0.22336666666666669,-0.005507083333333329,0.005507083333333329,False,,,
2020-03-31,Comm,0.20055555555555557,6,3.0,TMUS,0.13063333333333335,-0.06992222222222222,0.06992222222222222,False,,,
2020-04-01,Comm,0.07680833333333334,21,4.0,CMCSA,0.08778095238095238,0.010972619047619037,0.010972619047619037,False,,,
2020-04-02,Comm,-0.09556,10,5.0,EA,-0.11654,-0.02098,0.02098,False,,,
2020-04-03,Comm,0.2131947619047619,16,5.0,T,0.15645,-0.05674476190476188,0.05674476190476188,False,,,
2020-04-06,Comm,0.31067916666666673,16,4.0,CMCSA,0.30491250000000003,-0.005766666666666698,0.005766666666666698,False,,,
2020-04-07,Comm,0.10203295454545455,20,4.0,EA,0.15054499999999998,0.04851204545454543,0.04851204545454543,False,,,
2020-04-08,Comm,0.046854999999999994,13,4.0,CMCSA,0.07796923076923078,0.031114230769230783,0.031114230769230783,False,,,
2020-04-09,Comm,-0.02296333333333333,16,5.0,CMCSA,-0.030118749999999993,-0.007155416666666664,0.007155416666666664,False,,,
2020-04-13,Comm,0.0727875,16,4.0,CMCSA,-0.0491,-0.12188750000000001,0.12188750000000001,True,,,
2020-04-14,Comm,0.2614195238095238,16,4.0,CMCSA,0.2073125,-0.05410702380952381,0.05410702380952381,False,,,
2020-04-15,Comm,0.1547541666666667,16,4.0,T,0.177175,0.022420833333333307,0.022420833333333307,False,,,
2020-04-16,Comm,0.28593041666666663,16,4.0,CMCSA,0.1505625,-0.13536791666666664,0.13536791666666664,False,,,
2020-04-17,Comm,0.07999916666666666,15,4.0,T,0.04840666666666667,-0.031592499999999996,0.031592499999999996,False,,,
2020-04-20,Comm,0.08840624999999999,12,4.0,CMCSA,0.09888333333333332,0.010477083333333331,0.010477083333333331,False,,,
2020-04-21,Comm,0.08243333333333333,15,5.0,EA,0.12033999999999999,0.03790666666666666,0.03790666666666666,False,,,
2020-04-22,Comm,0.1592797619047619,26,4.0,T,0.016865384615384615,-0.14241437728937728,0.14241437728937728,False,,,
2020-04-23,Comm,0.10913402777777778,24,4.0,CMCSA,0.091675,-0.017459027777777775,0.017459027777777775,False,,,
2020-04-24,Comm,0.01891136363636364,17,4.0,T,0.04894705882352941,0.030035695187165774,0.030035695187165774,False,,,
2020-04-27,Comm,0.08147666666666667,21,5.0,T,0.11274285714285714,0.031266190476190475,0.031266190476190475,False,,,
2020-04-28,Comm,0.13426050505050505,36,5.0,T,0.042436111111111105,-0.09182439393939394,0.09182439393939394,False,,,
2020-04-29,Comm,0.10303333333333335,19,3.0,T,0.07764736842105263,-0.02538596491228072,0.02538596491228072,False,,,
2020-04-30,Comm,0.01556093750000001,27,4.0,CMCSA,-0.016429629629629627,-0.03199056712962964,0.03199056712962964,True,,,
2020-05-01,Comm,-0.08241208333333333,19,4.0,CMCSA,-0.023889473684210526,0.0585226096491228,0.0585226096491228,False,,,
