date,fund_family,method,method_type,asset_class,exposure
2022-11-01,Equity-only,Maximum Sharpe,optimisation,equity,1.0
2022-12-01,Equity-only,Maximum Sharpe,optimisation,equity,1.0
2023-01-03,Equity-only,Maximum Sharpe,optimisation,equity,0.9999999999999998
2023-02-01,Equity-only,Maximum Sharpe,optimisation,equity,0.9999999999999999
2023-03-01,Equity-only,Maximum Sharpe,optimisation,equity,1.0000000000000002
2023-04-03,Equity-only,Maximum Sharpe,optimisation,equity,1.0
2023-05-01,Equity-only,Maximum Sharpe,optimisation,equity,1.0
2023-06-01,Equity-only,Maximum Sharpe,optimisation,equity,1.0000000000000002
2023-07-03,Equity-only,Maximum Sharpe,optimisation,equity,0.9999999999999998
2023-08-01,Equity-only,Maximum Sharpe,optimisation,equity,1.0
2023-09-01,Equity-only,Maximum Sharpe,optimisation,equity,0.9999999999999999
2023-10-02,Equity-only,Maximum Sharpe,optimisation,equity,1.0
2023-11-01,Equity-only,Maximum Sharpe,optimisation,equity,1.0
2023-12-01,Equity-only,Maximum Sharpe,optimisation,equity,1.0
2021-01-04,Equity-only,Minimum Variance,optimisation,equity,1.0
2021-02-01,Equity-only,Minimum Variance,optimisation,equity,1.0
2021-03-01,Equity-only,Minimum Variance,optimisation,equity,1.0000000000000002
2021-04-01,Equity-only,Minimum Variance,optimisation,equity,1.0
2021-05-03,Equity-only,Minimum Variance,optimisation,equity,1.0
2021-06-01,Equity-only,Minimum Variance,optimisation,equity,1.0
2021-07-01,Equity-only,Minimum Variance,optimisation,equity,1.0
2021-08-02,Equity-only,Minimum Variance,optimisation,equity,1.0000000000000002
2021-09-01,Equity-only,Minimum Variance,optimisation,equity,1.0
2021-10-01,Equity-only,Minimum Variance,optimisation,equity,0.9999999999999999
2021-11-01,Equity-only,Minimum Variance,optimisation,equity,1.0
2021-12-01,Equity-only,Minimum Variance,optimisation,equity,1.0
2022-01-03,Equity-only,Minimum Variance,optimisation,equity,1.0
2022-02-01,Equity-only,Minimum Variance,optimisation,equity,1.0
2022-03-01,Equity-only,Minimum Variance,optimisation,equity,1.0
2022-04-01,Equity-only,Minimum Variance,optimisation,equity,1.0
2022-05-02,Equity-only,Minimum Variance,optimisation,equity,1.0
2022-06-01,Equity-only,Minimum Variance,optimisation,equity,1.0
2022-07-01,Equity-only,Minimum Variance,optimisation,equity,1.0
2022-08-01,Equity-only,Minimum Variance,optimisation,equity,1.0
2022-09-01,Equity-only,Minimum Variance,optimisation,equity,1.0
2022-10-03,Equity-only,Minimum Variance,optimisation,equity,1.0
2022-11-01,Equity-only,Minimum Variance,optimisation,equity,1.0
2022-12-01,Equity-only,Minimum Variance,optimisation,equity,1.0000000000000002
2023-01-03,Equity-only,Minimum Variance,optimisation,equity,1.0
2023-02-01,Equity-only,Minimum Variance,optimisation,equity,1.0000000000000002
2023-03-01,Equity-only,Minimum Variance,optimisation,equity,1.0
2023-04-03,Equity-only,Minimum Variance,optimisation,equity,1.0000000000000002
2023-05-01,Equity-only,Minimum Variance,optimisation,equity,1.0
2023-06-01,Equity-only,Minimum Variance,optimisation,equity,1.0
2023-07-03,Equity-only,Minimum Variance,optimisation,equity,0.9999999999999999
2023-08-01,Equity-only,Minimum Variance,optimisation,equity,1.0
2023-09-01,Equity-only,Minimum Variance,optimisation,equity,1.0
2023-10-02,Equity-only,Minimum Variance,optimisation,equity,1.0000000000000002
2023-11-01,Equity-only,Minimum Variance,optimisation,equity,1.0
2023-12-01,Equity-only,Minimum Variance,optimisation,equity,1.0
