fund_family,method,method_type,live_rebalance_date,decision_date,turnover,transaction_cost_rate,transaction_cost
Equity-only,Minimum Variance,optimisation,2023-02-01,2023-01-31,0.17132899640564456,0.001,0.00017132899640564457
Equity-only,Minimum Variance,optimisation,2023-03-01,2023-02-28,0.20627258387082698,0.001,0.00020627258387082698
Equity-only,Minimum Variance,optimisation,2023-04-03,2023-03-31,0.2143638938251336,0.001,0.0002143638938251336
Equity-only,Minimum Variance,optimisation,2023-05-01,2023-04-28,0.1900916195504661,0.001,0.0001900916195504661
Equity-only,Minimum Variance,optimisation,2023-06-01,2023-05-31,0.4277399959416776,0.001,0.0004277399959416776
Equity-only,Minimum Variance,optimisation,2023-07-03,2023-06-30,0.30746612782108257,0.001,0.00030746612782108255
Equity-only,Minimum Variance,optimisation,2023-08-01,2023-07-31,0.10605065310849561,0.001,0.0001060506531084956
Equity-only,Minimum Variance,optimisation,2023-09-01,2023-08-31,0.25822607712163886,0.001,0.00025822607712163885
Equity-only,Minimum Variance,optimisation,2023-10-02,2023-09-29,0.21812609381649892,0.001,0.0002181260938164989
Equity-only,Minimum Variance,optimisation,2023-11-01,2023-10-31,0.34080970764140445,0.001,0.0003408097076414044
Equity-only,Minimum Variance,optimisation,2023-12-01,2023-11-30,0.28617431960148626,0.001,0.00028617431960148627
